experiment_id,gene,missing_all,missing_labelled,missing_interior,missing_boundary,largest_connected_gap,slab_score,intensity_score
70634149,Tesc,0.377628,0.060452,0.0495456,0.129343,1409,0.917325,0.234825
71920511,Phactr1,0.381256,0.0204736,0.0134305,0.0649622,626,0.062328,0.344191
74749957,Tnxb,0.3694,0.0275259,0.0211392,0.0678675,1145,0.0450387,0.342172
29,Prkag2,0.370536,0.02751,0.0163557,0.0979663,626,0.085883,0.12785
71249743,Brinp2,0.395045,0.0327832,0.0261802,0.0744916,1423,0.0534292,0.301258
72109489,Ace,0.36141,0.0523198,0.0470986,0.0852992,1409,0.789142,0.202739
73929595,St8sia3,0.379499,0.0540987,0.0482761,0.0908774,1658,1,0.315862
71717640,Calb1,0.356596,0.0261758,0.0210656,0.0584544,1145,0.0450387,0.14152
73521003,Pcdh7,0.384388,0.0366588,0.0298414,0.0797211,915,1,0.416216
73512187,Pcdhb9,0.385499,0.0549564,0.0506678,0.0820453,1256,0.937313,0.504145
74047839,Tspan6,0.373254,0.0516685,0.0461236,0.0866938,1335,0.996269,0.263855
79912542,Thra,0.414377,0.11814,0.115539,0.134573,2683,1,0.21299
73636098,Htr2c,0.347257,0.0326879,0.0262354,0.0734457,1409,0.0537114,0.142498
75144624,Sptb,0.373963,0.0423609,0.0362623,0.0808832,1145,1,0.282079
713,Rrp1,0.394895,0.063041,0.0482761,0.156304,1824,0.0941412,0.172271
71924514,LOC433093,0.449111,0.216808,0.212367,0.244858,2264,1,0.222166
72109295,Ptpn3,0.413542,0.0929494,0.082901,0.156421,2446,0.966879,0.372147
71924331,Scrg1,0.424758,0.109547,0.108787,0.114352,4100,1,0.331763
73636151,Fam184b,0.377164,0.0510967,0.0426648,0.104358,1890,0.122472,0.0877278
72109389,Ighm,0.402979,0.130847,0.124922,0.168274,2383,1,0.128036
75774667,Stxbp2,0.380158,0.0943948,0.0907017,0.117722,1658,1,0.21204
73817932,Ehbp1l1,0.456862,0.135008,0.130349,0.164439,1366,1,0.461018
75042262,Pdia5,0.410605,0.0666465,0.0537035,0.148402,1409,1,0.195076
74425543,Fasn,0.368829,0.0375959,0.0302462,0.0840209,1457,0.585718,0.251153
72077467,Dgat2,0.359289,0.0513509,0.0450013,0.0914585,1140,1,0.16553
75988568,Podn,0.395246,0.0715386,0.0596092,0.146891,1045,0.843188,0.148803
1742,Dtd1,0.418595,0.0468718,0.0308349,0.14817,1041,0.158394,0.189767
121098,Gabpb1,0.517819,0.202672,0.182066,0.33283,3888,1,0.282022
1914,Rnf128,0.433482,0.0408996,0.0258491,0.135967,1272,0.116253,0.0362895
73817444,Dlg2,0.360663,0.02832,0.0217831,0.0696107,1145,0.0626151,0.390764
466,Fzd3,0.464438,0.067679,0.0538323,0.155142,2021,0.139365,0.104667
1313,9130024F11Rik,0.44365,0.0552582,0.0320492,0.201859,959,0.100486,0.170393
748,Oaz2,0.429227,0.0892486,0.0771608,0.165601,1597,0.280404,0.288025
79556708,Htr2b,0.383892,0.129402,0.121794,0.177455,1409,1,0.0869897
75988508,Slc38a1,0.383616,0.0956495,0.0911432,0.124114,4323,0.637899,0.134625
112195815,Clec11a,0.526035,0.314109,0.306031,0.365137,2741,1,0.376651
74819347,Rap1b,0.494414,0.172176,0.162343,0.234282,2115,1,0.340362
74357571,Rgs5,0.394324,0.0507473,0.0409721,0.112493,1890,0.465896,0.140319
75144656,Synpo2,0.414509,0.134278,0.12781,0.175131,1366,1,0.221393
75144703,Cacybp,0.386302,0.0809257,0.0746403,0.120628,1391,0.982615,0.21719
74988746,Txnrd1,0.39787,0.1122,0.110111,0.125392,1342,1,0.199682
71249056,Foxp1,0.461802,0.154783,0.149814,0.186171,2646,1,0.236017
74047878,Tsg101,0.463823,0.187709,0.18385,0.212086,2646,1,0.272871
77869816,Prkca,0.320029,0.0733334,0.0687898,0.102034,1658,0.937173,0.283456
74958626,Slc2a13,0.340829,0.0267952,0.021176,0.0622894,1145,0.0450387,0.169024
503,Glud1,0.36291,0.0850077,0.0794606,0.120046,3010,0.864879,0.150399
71924239,Unc5d,0.372532,0.0642323,0.0567392,0.111563,1409,0.572428,0.297801
71670712,Zfp618,0.409613,0.081021,0.075597,0.115282,1409,1,0.120205
74881145,Lrrc3b,0.367529,0.0317826,0.0259595,0.0685648,1409,0.0537114,0.248711
74363344,LOC433727,0.459209,0.179545,0.171671,0.229285,5008,1,0.239993
112646675,Oprd1,0.407341,0.195048,0.189609,0.229402,2848,0.862113,0.645777
70613977,Cyp46a1,0.389183,0.0233485,0.0165213,0.066473,882,0.0427096,0.239265
77869838,Pgf,0.348995,0.0996363,0.0875189,0.176177,1890,0.981481,0.119863
112645814,Pwp2,0.475258,0.293937,0.280954,0.375944,2616,1,0.329167
73521813,Ppp1r2,0.31,0.025461,0.0186371,0.0685648,626,0.383902,0.260746
74658088,Nt5m,0.399307,0.047793,0.0418184,0.0855317,1145,0.424097,0.30688
75749783,Parm1,0.341859,0.044934,0.0413401,0.0676351,1361,1,0.168941
71015800,Fam107b,0.42838,0.0598326,0.049196,0.127019,1658,1,0.125868
71250313,Ccdc184,0.391763,0.0342922,0.0268058,0.0815805,1409,0.0622711,0.228605
77371763,Ndufv2,0.389422,0.0921552,0.0822387,0.154794,1306,1,0.230872
79556642,Gja1,0.422881,0.119125,0.118906,0.120511,1379,1,0.152294
91,Akap8,0.427206,0.0501596,0.0333922,0.156072,909,0.052076,0.16255
75084530,Per3,0.365596,0.0365794,0.0284432,0.0879721,882,0.718902,0.181063
70805955,Usp46,0.344821,0.0311314,0.0259227,0.0640325,1409,0.0537114,0.163187
112646890,Nr2f2,0.403475,0.157007,0.155039,0.169436,1168,1,0.522402
74988285,Ascl5,0.582686,0.373497,0.37563,0.360023,2741,1,0.322937
74586667,Gpd1,0.402307,0.038946,0.0308717,0.0899477,1658,0.0498643,0.243556
77371817,Kcns3,0.432516,0.155387,0.153383,0.168042,1658,1,0.0861597
73992940,Mroh1,0.388882,0.0717769,0.0636016,0.123417,1409,1,0.370181
75038442,Rarb,0.383478,0.0966979,0.0890643,0.144916,2383,1,0.109711
79587715,Calca,0.383114,0.0588002,0.0543658,0.08681,1145,0.888521,0.159412
424,Fgf12,0.466026,0.0522245,0.0323619,0.177687,1190,0.153768,0.23272
939,Sema3c,0.449198,0.08334,0.070832,0.162347,1140,0.509367,0.193452
191,Car8,0.423522,0.0389777,0.0310189,0.0892504,1661,0.0498643,0.216004
74724669,Mchr1,0.519733,0.255992,0.257552,0.246136,2822,1,0.180475
74641238,Vti1a,0.458739,0.124478,0.119421,0.156421,2632,0.95905,0.514235
71717604,Plch1,0.376881,0.03677,0.0287375,0.0875073,1145,0.200765,0.147053
1724,Aldh1l1,0.395773,0.0347845,0.0199617,0.128414,595,0.157736,0.228031
752,Tenm3,0.475409,0.13585,0.119163,0.241255,1687,1,0.0601667
2476,Pdlim2,0.464808,0.102622,0.0882732,0.19326,2276,1,0.5933
2737,Ywhab,0.479382,0.127623,0.110295,0.237071,2270,1,0.229163
75042239,Cdkl5,0.348142,0.0273194,0.022519,0.0576409,1145,0.0811307,0.449413
72129296,Hist2h2aa1,0.375275,0.0800521,0.0774,0.0968042,1268,1,0.153948
72077451,Wwox,0.399897,0.0938865,0.0863966,0.141197,1409,0.434283,0.255813
73788443,Sparc,0.34469,0.0218555,0.0163741,0.0564788,890,0.043489,0.225233
75041560,Cst6,0.324699,0.0233803,0.0186555,0.0532249,1014,0.0496197,0.180006
76115738,Ntrk3,0.393602,0.139011,0.137598,0.147937,2364,0.609302,0.12762
72080054,Inpp4b,0.357299,0.0390889,0.0339625,0.0714701,913,0.994647,0.168625
75038484,Casc1,0.394863,0.097365,0.0888251,0.151307,2394,0.329445,0.106165
73929581,Rln3,0.39111,0.0672819,0.061633,0.102963,1409,1,0.272011
74988343,Thnsl1,0.398058,0.100446,0.0984472,0.113074,1361,1,0.180299
74511997,C130021I20Rik,0.37793,0.0608809,0.0466571,0.150726,1676,0.287079,0.0575666
71670694,Pvr,0.366419,0.0430439,0.0350848,0.0933178,1890,0.048484,0.336696
77371829,Alk,0.427212,0.137931,0.131563,0.178152,1624,1,0.0955835
75146005,Mpnd,0.345775,0.0272717,0.0214888,0.0638001,1145,0.0450387,0.288871
2527,Traf7,0.431129,0.0568306,0.0399051,0.163742,909,0.948718,0.245164
73992909,Gas7,0.349152,0.0408043,0.0353976,0.0749564,1409,0.208925,0.323361
1418,Shh,0.391123,0.0582284,0.0459028,0.136084,902,0.998792,0.31771
74882926,Slc12a2,0.415431,0.0657412,0.0596276,0.104358,1146,1,0.0956679
74818623,Ccdc91,0.443619,0.137677,0.12862,0.194887,2110,0.610506,0.351013
17,Mageh1,0.50482,0.241967,0.231078,0.31075,7532,0.628953,0.109472
75749417,Gabre,0.385028,0.0725393,0.0605475,0.148286,1658,0.986264,0.161338
71670714,Xlr4c,0.38939,0.0424086,0.0297862,0.122138,1215,0.261086,0.0993403
73817988,Ppp1r17,0.371722,0.0478089,0.0390588,0.10308,1890,0.192507,0.458808
73817927,Arl4d,0.397073,0.0479042,0.0392243,0.102731,2110,0.0414053,0.436138
1938,Obfc1,0.424978,0.042218,0.0319388,0.107147,1662,0.0490126,0.296838
866,Ptprt,0.381068,0.0470306,0.0318468,0.14294,1049,0.181553,0.0464693
67870133,Uqcr11,0.46317,0.153497,0.144442,0.210691,1917,0.890971,0.122884
73787952,Dgkb,0.353546,0.0263822,0.0211024,0.0597327,1145,0.0450387,0.189319
70744391,Dnaja4,0.40955,0.0716498,0.0661773,0.106217,1930,0.707686,0.234094
74641304,Pou4f1,0.436169,0.0882638,0.0821099,0.127135,1272,1,0.236872
75042263,Nek2,0.441748,0.105195,0.0940501,0.175596,1409,1,0.0682097
71587811,Trib2,0.438045,0.106879,0.0979321,0.163393,3903,0.843274,0.323539
72080144,Eps15,0.356144,0.081974,0.0797917,0.0957583,2687,0.75457,0.288041
77278977,Slc9a7,0.349403,0.0775584,0.072175,0.111563,1890,0.537042,0.195006
73931427,Gata3,0.363538,0.0651853,0.0584502,0.107728,2110,0.743752,0.256161
71670678,Npr1,0.479344,0.224257,0.22232,0.23649,5359,1,0.13861
840,Prkca,0.348474,0.0251275,0.0149575,0.0893666,626,0.11566,0.167638
1343,Cstb,0.422612,0.0756524,0.0558009,0.201046,1559,0.509719,0.145018
75651225,Laptm4b,0.374666,0.0663924,0.0613938,0.0979663,1145,1,0.256712
659,Mapre2,0.45855,0.063994,0.0476874,0.166996,1658,0.0556203,0.173555
196,Ctnnb1,0.474216,0.062914,0.0442838,0.180593,1261,0.140676,0.211485
72472801,Fibcd1,0.397587,0.0235868,0.0171653,0.0641488,882,0.0759076,0.279794
348,Dlx1,0.457257,0.0662336,0.0484233,0.178733,1662,0.0567755,0.174973
2181,Eif2ak3,0.339756,0.0364364,0.0223903,0.12516,848,0.0545074,0.218205
2339,Kcnj15,0.440443,0.0673613,0.0527468,0.159675,1658,1,0.577269
74363341,Arl15,0.416956,0.120698,0.113681,0.16502,1658,1,0.0582163
74988690,Gabra2,0.28613,0.0861831,0.0854399,0.0908774,1359,1,0.0946532
77413682,Prkcsh,0.384721,0.123779,0.123064,0.128298,1658,0.9956,0.220122
74272035,Lipm,0.461795,0.245318,0.248979,0.222196,8034,0.581601,0.0520495
356088,Pias2,0.441899,0.07462,0.05983,0.168042,3071,0.0684081,0.239092
75774681,Hmox2,0.360142,0.0526533,0.0466387,0.090645,1658,0.901099,0.191197
549,Hap1,0.411044,0.0581807,0.0387092,0.181174,1063,0.0990291,0.196061
74640880,Syne2,0.377038,0.0798933,0.0730397,0.123184,2080,0.745786,0.116743
74819325,Agps,0.393821,0.0830699,0.0762593,0.126089,2559,0.865261,0.127151
1124,Ywhag,0.498795,0.100145,0.0806196,0.223475,3078,0.187823,0.269253
70431434,Mtus2,0.355981,0.0320844,0.0259227,0.0710052,1409,0.0537114,0.22926
75774674,Hspbp1,0.369971,0.0983021,0.09118,0.143289,2389,0.644849,0.162525
71670740,Lrp1b,0.397248,0.0794485,0.07407,0.113422,1347,1,0.17421
71670727,Rps6ka3,0.33788,0.021379,0.016227,0.0539221,882,0.0427096,0.258862
74271623,Ppp1r9b,0.348223,0.0587684,0.0541634,0.0878559,1805,0.426217,0.349128
1373,Lmo1,0.48488,0.0854207,0.0626081,0.229518,1703,0.0942928,0.0539078
70743905,Tspan33,0.397851,0.0372147,0.0305405,0.0793725,1658,0.0498643,0.456172
71249083,Ube2ql1,0.441391,0.116997,0.111914,0.149099,1411,1,0.151611
356859,Ap1b1,0.467965,0.11328,0.096957,0.216386,2716,0.581361,0.208165
70744514,Abhd3,0.411565,0.0581331,0.0527284,0.0922719,1542,1,0.279419
74958606,8030498B09Rik,0.344752,0.0324973,0.0259411,0.0739105,1409,0.0537114,0.182615
79912544,Dlx6os1,0.437851,0.147953,0.14481,0.167809,1361,1,0.130509
73930839,Samd14,0.398278,0.100303,0.0930014,0.146426,1409,1,0.5688
75080209,Rnf32,0.391518,0.0468559,0.0423336,0.0754213,1146,1,0.462691
2577,Slc16a14,0.401661,0.0452834,0.030007,0.141778,1145,0.0488329,0.201736
77414600,Tmem14a,0.435321,0.159119,0.152739,0.199419,2061,1,0.0992558
79568022,Cyp26b1,0.466716,0.258708,0.255841,0.276816,3367,1,0.232229
75081397,Ssb,0.419003,0.0397878,0.0308533,0.0962231,1658,0.0498643,0.262502
77280339,Ugdh,0.375833,0.0580695,0.0542002,0.0825102,1361,1,0.205159
485,Gata2,0.469741,0.0766054,0.0593149,0.185822,1259,0.438026,0.105041
72081556,Mesdc2,0.401585,0.0492702,0.044063,0.0821615,1409,0.355887,0.28696
74047912,P3h3,0.370015,0.0592608,0.0529308,0.0992446,1658,1,0.519497
77414565,Cyhr1,0.422549,0.159977,0.158848,0.167112,1169,1,0.0568679
79556605,Dkk3,0.332193,0.0411697,0.0364279,0.0711214,1145,0.645012,0.0625635
74425540,Tnip2,0.415946,0.125145,0.117434,0.173852,1658,0.986637,0.295908
75080228,Ceacam14,0.459699,0.153814,0.151084,0.171063,1962,1,0.0555888
112649906,Hnrnph2,0.363519,0.0934576,0.0917688,0.104126,2343,0.892228,0.354972
864,Ptprm,0.379097,0.044124,0.0285168,0.142708,750,0.0945296,0.0624992
1088,Uchl1,0.501023,0.112248,0.093351,0.23161,3108,0.252189,0.304349
320,Tomm70a,0.406161,0.0337998,0.0196306,0.1233,626,0.0511108,0.320518
72472802,Slc6a11,0.414352,0.0492384,0.0406594,0.103428,882,1,0.218483
79567709,Ptgds,0.34179,0.0571165,0.053078,0.0826264,1145,1,0.163184
71250305,A530079E22Rik,0.452858,0.124653,0.118942,0.160721,1658,1,0.352427
73635978,C130096N06Rik,0.362734,0.0489207,0.0428671,0.0871586,1145,1,0.163077
73931642,Pgbd5,0.369469,0.0624851,0.0555985,0.105985,1414,0.348373,0.273842
74988750,Armc2,0.427501,0.163662,0.157928,0.199884,3157,1,0.14809
324008,Siae,0.426754,0.157833,0.152427,0.191981,3168,0.282123,0.148598
62,Actc1,0.445345,0.0908687,0.0730949,0.203138,1409,0.944901,0.181356
73992715,Cd63,0.38784,0.0380406,0.0309085,0.0830912,1658,0.0498643,0.197554
945,Sema4d,0.373266,0.0337362,0.0235677,0.0979663,1000,0.141132,0.0738969
71587822,Cacna1g,0.386729,0.0387077,0.0263274,0.116909,1409,0.0537114,0.244706
74988768,Glul,0.2745,0.000412967,0,0.0030215,0,0,0.152799
70616018,Cttn,0.383999,0.0236344,0.0175332,0.0621732,882,0.0461291,0.225254
326,Dbh,0.489776,0.0766848,0.0540347,0.219756,1676,0.122921,0.0543147
77887888,Pip5k1b,0.403531,0.0905669,0.0828642,0.139221,1409,1,0.159594
73992911,Gucy2c,0.364843,0.0621516,0.0591493,0.0811156,1898,0.726197,0.0235253
247,Cdk5r1,0.440273,0.0729522,0.0576958,0.16932,1662,0.104787,0.290465
77280315,Mfsd2a,0.399163,0.11471,0.111068,0.137711,1373,1,0.0667253
75042251,Hsp90b1,0.349805,0.0319573,0.0253339,0.0737943,1308,0.0542295,0.226503
79589522,Grik1,0.39974,0.0966979,0.0909225,0.133178,3095,0.814073,0.159872
2341,Kcnj16,0.376687,0.0425515,0.0319204,0.109704,1130,0.214844,0.0469222
70562103,Kcnh7,0.376724,0.0437904,0.0359863,0.0930854,1658,0.0954952,0.25067
76115744,Slc9a6,0.421337,0.116647,0.113515,0.136432,1361,1,0.206856
77414652,Itm2c,0.387225,0.0993821,0.0919712,0.146194,1890,0.848441,0.209697
1287,Synj1,0.466823,0.0774631,0.0644295,0.159791,2059,0.673819,0.127368
1065,Tnni3,0.360738,0.0462206,0.0367406,0.106101,1574,0.132184,0.0906068
74363336,B230312C02Rik,0.366745,0.0313537,0.0252787,0.0697269,1371,0.0550221,0.0827892
1063,Trappc10,0.398937,0.0641529,0.049288,0.158048,1798,0.155951,0.190702
544516,Slc25a25,0.405653,0.120412,0.11208,0.173039,1658,0.955766,0.298071
75774671,Tmem246,0.373762,0.0900745,0.0850351,0.121906,1722,1,0.20004
71064061,Col9a1,0.4065,0.0231262,0.0165581,0.0646136,882,0.0427096,0.204538
74957898,Ubap1,0.408138,0.0602297,0.0523972,0.109704,1145,1,0.259799
74749943,Slc9a2,0.361887,0.0227767,0.0165029,0.0624056,626,1,0.138037
77874616,Prune2,0.436169,0.201925,0.20028,0.212318,3369,0.704815,0.0670794
74047898,Cd34,0.386968,0.0527327,0.0465467,0.0918071,1890,1,0.528123
70813909,Stard5,0.38452,0.0184406,0.0117379,0.0607786,626,0.0337193,0.266599
71920515,Rftn1,0.380359,0.0632952,0.0574751,0.100058,1145,1,0.0633566
72340145,Ero1lb,0.402583,0.0732381,0.0677411,0.10796,1293,1,0.208076
74988710,Grin2b,0.426647,0.129815,0.125603,0.156421,2658,1,0.235906
73992924,C230030N03Rik,0.361234,0.0547023,0.0505759,0.080767,1409,1,0.0661099
1615,Gli3,0.403387,0.0446799,0.0286823,0.145729,1076,0.180957,0.0908925
657,Map4k3,0.379059,0.0416462,0.0339809,0.0900639,1397,0.148828,0.037099
71836883,Tm6sf1,0.418789,0.105847,0.100618,0.138873,1183,1,0.250717
1653,Srfbp1,0.415676,0.0478089,0.0307797,0.155375,990,0.167019,0.255104
72008120,Btg3,0.369758,0.0244921,0.0173124,0.0698431,884,0.0568994,0.169654
1127,Ywhah,0.456542,0.0549882,0.0385436,0.158861,1145,0.0543993,0.124522
73521827,Zfyve9,0.314807,0.0158992,0.0115171,0.0435793,626,0.0347568,0.19353
74641325,Impa1,0.37304,0.0277165,0.0213968,0.0676351,1145,0.0450387,0.163229
2247,Gabrb1,0.386365,0.0643276,0.0480737,0.166996,1658,0.0559231,0.276849
74047778,Dnal4,0.383892,0.0591178,0.0514774,0.107379,1145,1,0.500524
788,Pdxk,0.402791,0.0372306,0.0291055,0.0885532,1256,0.155254,0.0739295
74425563,Plxdc2,0.362194,0.0747471,0.0704456,0.101917,1813,0.700122,0.275159
74881549,Atp2a2,0.407805,0.0329421,0.0259595,0.0770482,1409,0.0537114,0.180385
293463,Anapc16,0.440336,0.0756842,0.0565368,0.19663,1890,0.434727,0.544887
356089,Nxf1,0.448784,0.0824505,0.0686058,0.169901,2980,0.362957,0.171269
67870467,Nfs1,0.39893,0.0525421,0.0449093,0.100755,1145,1,0.23628
71836787,Pdzrn3,0.462122,0.133055,0.126136,0.176758,2326,1,0.272577
2425,Nfkbie,0.469911,0.067806,0.047853,0.193841,1583,0.0933842,0.606362
74819246,Fam210a,0.384589,0.0833241,0.0761489,0.128646,1409,1,0.324616
73929597,Slc16a2,0.381131,0.0746994,0.0694705,0.107728,1658,1,0.417993
55,Pmch,0.496146,0.153481,0.142602,0.222196,5611,0.410112,0.106816
74750015,Maoa,0.41127,0.0937435,0.0888251,0.124811,2637,0.719749,0.131933
72080145,Rtn4r,0.350753,0.0559571,0.0507046,0.0891342,1145,0.905975,0.369102
75043153,Cd33,0.495362,0.262901,0.25448,0.316095,1741,1,0.249392
633,Lhx1,0.465605,0.110643,0.0831586,0.284253,2132,0.135932,0.314948
74047444,Gda,0.368483,0.026414,0.0211392,0.0597327,1145,0.0450387,0.28932
917,Rxrg,0.445602,0.0743976,0.0586893,0.17362,936,0.407936,0.176853
73992918,Slitrk6,0.362238,0.0522721,0.0447253,0.0999419,1658,0.423119,0.166845
67881555,Slc25a36,0.524296,0.190648,0.175921,0.283672,2403,1,0.158631
74425553,Amot,0.369871,0.0599755,0.0545682,0.0941313,1890,0.724412,0.172681
74357548,Fgd5,0.339863,0.0238568,0.0195018,0.0513655,882,0.130979,0.0899826
79907936,Cxcl12,0.485112,0.24651,0.241601,0.277513,4820,1,0.305267
74658020,Sox2ot,0.422944,0.140727,0.138518,0.154678,4967,0.99,0.0854419
73592542,Zbtb24,0.392284,0.0407249,0.0321044,0.0951772,1658,0.0516042,0.241725
74047902,St6galnac6,0.410216,0.0732223,0.0669868,0.112609,1658,1,0.567551
75041444,Il11ra2,0.398127,0.0673454,0.0631968,0.0935503,1317,0.987658,0.20658
70634224,Fam134b,0.365314,0.0331962,0.0261986,0.0773969,1422,0.0528647,0.236631
70744323,Stxbp6,0.397117,0.0300037,0.0238253,0.0690296,1286,0.0544961,0.108919
74581445,Pcdhb18,0.418049,0.105529,0.100361,0.138175,995,1,0.149053
79591569,Gabrq,0.373994,0.0548452,0.0516429,0.0750726,1403,1,0.683662
74724728,Prokr1,0.425222,0.117743,0.113625,0.143754,2634,0.996326,0.930835
876,Os9,0.327203,0.034181,0.026769,0.0809994,1445,0.0489674,0.108563
75145999,Lims2,0.486449,0.223193,0.220499,0.240209,1540,1,0.748425
79556714,Sssca1,0.423264,0.166426,0.158259,0.218013,2049,0.696539,0.146975
72129253,Spink8,0.369877,0.0496514,0.0405674,0.107031,2144,0.196078,0.174461
71836807,Sbk1,0.418387,0.0703791,0.063436,0.114236,1496,1,0.361922
79556616,Htr1a,0.329871,0.0328468,0.0217463,0.102963,626,1,0.341331
75773705,Atp5sl,0.309479,0.0371353,0.0310557,0.0755375,1409,1,0.253683
75077171,Polk,0.32232,0.051192,0.0472458,0.0761185,1409,0.614177,0.259091
71717583,Dyrk1b,0.429516,0.112931,0.100729,0.190006,1826,1,0.359825
71836836,Ppp2ca,0.3798,0.0782255,0.0743644,0.102615,2633,0.856968,0.246574
70743906,Zmynd11,0.369325,0.0179164,0.0117011,0.0571761,626,0.034141,0.31035
560,Hist1h2bc,0.35123,0.0244286,0.0147919,0.0852992,579,0.141698,0.217235
74743255,Myo10,0.474041,0.206357,0.204511,0.218013,1359,1,0.486954
1522,Prrx2,0.556318,0.221668,0.211742,0.28437,2386,0.896561,0.148138
74640881,Synpo,0.356966,0.0561794,0.0487729,0.102963,1889,1,0.357577
76115730,Itgb1,0.398698,0.0797344,0.0699856,0.141313,1658,1,0.267725
2006,Ankrd33,0.467507,0.063454,0.0438422,0.187333,1636,0.0924661,0.32672
73931420,LOC329302,0.395799,0.106228,0.100931,0.139686,2578,1,0.160672
74581371,LOC434002,0.329595,0.0406455,0.034772,0.0777455,1890,0.0483564,0.206928
79907893,Dbh,0.418695,0.157039,0.154303,0.174317,1526,1,0.0587646
71016666,Col5a2,0.344238,0.0322273,0.0259227,0.0720511,1409,0.0537114,0.0807886
72103808,Cds1,0.345675,0.0267952,0.0210656,0.0629866,1145,0.0450387,0.372814
75042249,Myo5c,0.380641,0.0924888,0.0873901,0.124695,2295,0.672429,0.0821383
77874608,Cyp39a1,0.407102,0.176813,0.172554,0.203719,2351,1,0.0398627
73817984,Nt5dc2,0.37476,0.0321956,0.0261802,0.0701917,1409,0.0537114,0.365442
851,Ptgds,0.382103,0.0714433,0.0657725,0.107263,1416,0.588637,0.203732
79556660,Wnt5a,0.47025,0.218793,0.215072,0.242301,2706,1,0.21201
73636094,Clic5,0.336825,0.0267793,0.0220407,0.0567112,1033,0.75,0.0987112
1984,Clic6,0.463691,0.0773996,0.0597012,0.189192,1658,0.0950431,0.0582243
73769320,Tmem204,0.396062,0.0960466,0.0934614,0.112377,1272,1,0.330843
1405,Prnp,0.444899,0.0470941,0.0323067,0.1405,1323,0.0514535,0.111168
77340494,Adrb1,0.442307,0.159659,0.154414,0.192795,2868,1,0.283233
2609,Slc35a3,0.384921,0.0410585,0.0285352,0.120163,1145,0.0511108,0.170433
74511895,Rwdd2a,0.403104,0.029003,0.0216543,0.0754213,1145,0.0464137,0.230174
71670739,Midn,0.390395,0.0553376,0.0463627,0.112028,1021,1,0.401393
77869854,Apba1,0.386792,0.100716,0.0966074,0.126671,1010,1,0.1073
356858,Gde1,0.406902,0.0615798,0.0450381,0.166066,2372,0.0891089,0.203526
293466,Cdc27,0.546678,0.257231,0.245428,0.331784,4085,1,0.545431
77413694,Tbl3,0.413868,0.128115,0.124738,0.149448,2262,1,0.063783
72340183,6330403A02Rik,0.38747,0.0706809,0.0620745,0.125044,1409,1,0.145275
74988733,En2,0.430614,0.161121,0.149354,0.235445,1909,1,0.236796
71358651,Sema6a,0.370442,0.0221096,0.0162638,0.0590354,882,0.0427096,0.169963
74581428,Mrc1,0.457791,0.123795,0.114895,0.180012,3631,1,0.159176
1211,Gphn,0.493272,0.127797,0.113736,0.216618,2351,1,0.332439
73931628,D030063F01Rik,0.385461,0.0522562,0.0471538,0.0844858,1361,1,0.0757068
234,Cdh13,0.415011,0.0209819,0.0125106,0.0744916,626,0.0413208,0.103634
75041443,Il10ra,0.384545,0.0498102,0.0442286,0.0850668,766,0.76789,0.20527
74581379,Stoml2,0.443324,0.183183,0.182746,0.185938,3914,1,0.38813
73931404,Flrt3,0.400242,0.09314,0.0798101,0.177339,1475,1,0.248703
73994670,Grsf1,0.428543,0.139789,0.128528,0.210924,2110,0.976667,0.174733
74274684,Lrmp,0.377233,0.0782255,0.0713287,0.12179,1409,1,0.306555
72283807,Crim1,0.380861,0.0445369,0.0370534,0.0918071,1896,0.0698305,0.177918
74658022,Cdh18,0.422511,0.129163,0.124499,0.158629,1890,0.332937,0.12384
1059,Tiam1,0.505329,0.089185,0.0697833,0.211737,1859,0.991111,0.217321
609,Kcnj6,0.443644,0.0677425,0.0502815,0.178036,1056,1,0.177713
73520999,Nrip3,0.389949,0.12092,0.114582,0.160953,1890,0.965829,0.142063
2659,Tcf19,0.445451,0.0457758,0.0289215,0.152237,1025,0.0432231,0.386257
73907494,St8sia1,0.39207,0.0664401,0.0627737,0.0895991,1347,1,0.320668
74581422,Apol8,0.517285,0.236725,0.235972,0.241488,2567,0.994903,0.236072
2533,Rhbdf1,0.432277,0.13558,0.129006,0.177106,2654,0.485253,0.653863
77414177,Hiatl1,0.403355,0.134596,0.126817,0.18373,2716,0.68192,0.13283
74988759,Fndc3b,0.425448,0.133706,0.122273,0.205927,1177,0.779695,0.159658
79907904,Vim,0.431819,0.153703,0.145619,0.204765,1475,1,0.119335
71247631,Grm4,0.396866,0.0497784,0.0429407,0.0929692,1145,0.692674,0.165522
276267,Adamts16,0.42794,0.111517,0.102918,0.165834,3690,0.948302,0.243921
79591669,Gad2,0.42563,0.120983,0.11909,0.132946,1658,1,0.237099
74882565,F13a1,0.371979,0.0214902,0.0142952,0.0669378,626,0.115382,0.37012
189,Camk2g,0.498839,0.140917,0.123542,0.250668,2271,1,0.24084
172,Nrcam,0.480656,0.111041,0.0948412,0.213364,2432,0.696272,0.100751
75041548,Dock6,0.362094,0.0738417,0.0707768,0.0932016,1145,0.61769,0.394868
71670684,Cdk14,0.393495,0.0376753,0.0319572,0.0737943,1145,0.481924,0.583468
77340480,Kcng1,0.331459,0.0456329,0.0405306,0.0778617,843,0.985782,0.158712
2239,Fzd1,0.369845,0.0450928,0.0365934,0.0987798,1948,0.0509318,0.154666
